,county,state_name,month,days_of_rain,highCelsius,lowCelsius
7537,Cabarrus,North Carolina,April,7,23,8
7542,Cabarrus,North Carolina,septiembre,6,29,16
7543,Cabarrus,North Carolina,October,5,23,9
7544,Cabarrus,North Carolina,November,6,18,3
7545,Cabarrus,North Carolina,December,7,13,0
7546,Caldwell,North Carolina,May,9,26,12
7547,Caldwell,North Carolina,June,9,30,17
7548,Caldwell,North Carolina,July,9,31,19
7549,Caldwell,North Carolina,August,8,30,18
7550,Caldwell,North Carolina,January,7,10,-3
7551,Caldwell,North Carolina,February,7,12,-1
7552,Caldwell,North Carolina,March,8,17,2
7553,Caldwell,North Carolina,April,7,22,7
7558,Caldwell,North Carolina,septiembre,7,27,15
7559,Caldwell,North Carolina,October,5,22,8
7560,Caldwell,North Carolina,November,6,17,2
7561,Caldwell,North Carolina,December,7,12,-1
7562,Carteret,North Carolina,May,7,25,17
7563,Carteret,North Carolina,June,8,29,22
7564,Carteret,North Carolina,July,10,30,23
7565,Carteret,North Carolina,August,9,30,23
7566,Carteret,North Carolina,January,6,12,3
7567,Carteret,North Carolina,February,7,14,4
7568,Carteret,North Carolina,March,7,17,7
7569,Carteret,North Carolina,April,6,21,12
7574,Carteret,North Carolina,septiembre,9,28,21
7575,Carteret,North Carolina,October,5,23,14
7576,Carteret,North Carolina,November,6,19,8
7577,Carteret,North Carolina,December,7,15,5
7578,Catawba,North Carolina,May,8,27,14
7579,Catawba,North Carolina,June,8,31,19
7580,Catawba,North Carolina,July,8,32,21
7581,Catawba,North Carolina,August,6,32,20
7582,Catawba,North Carolina,January,6,12,-1
7583,Catawba,North Carolina,February,6,14,1
7584,Catawba,North Carolina,March,7,18,5
7585,Catawba,North Carolina,April,7,23,9
7590,Catawba,North Carolina,septiembre,5,29,17
7591,Catawba,North Carolina,October,5,23,10
7592,Catawba,North Carolina,November,6,18,4
7593,Catawba,North Carolina,December,7,13,1
7594,Chatham,North Carolina,May,10,26,13
7595,Chatham,North Carolina,June,7,31,18
7596,Chatham,North Carolina,July,9,32,20
7597,Chatham,North Carolina,August,8,31,20
7598,Chatham,North Carolina,January,9,11,-1
7599,Chatham,North Carolina,February,7,13,0
7600,Chatham,North Carolina,March,10,17,3
7601,Chatham,North Carolina,April,6,23,8
7606,Chatham,North Carolina,septiembre,6,28,16
7607,Chatham,North Carolina,October,5,22,9
7608,Chatham,North Carolina,November,6,17,3
7609,Chatham,North Carolina,December,9,13,1
7610,Cleveland,North Carolina,May,8,26,13
7611,Cleveland,North Carolina,June,7,30,17
7612,Cleveland,North Carolina,July,8,32,19
7613,Cleveland,North Carolina,August,7,31,19
7614,Cleveland,North Carolina,January,7,11,-2
7615,Cleveland,North Carolina,February,6,13,-1
7616,Cleveland,North Carolina,March,8,18,3
7617,Cleveland,North Carolina,April,7,22,8
7622,Cleveland,North Carolina,septiembre,6,28,15
7623,Cleveland,North Carolina,October,5,22,8
7624,Cleveland,North Carolina,November,6,17,3
7625,Cleveland,North Carolina,December,7,12,0
7626,Craven,North Carolina,May,8,27,15
7627,Craven,North Carolina,June,8,30,20
7628,Craven,North Carolina,July,11,32,22
7629,Craven,North Carolina,August,10,31,21
7630,Craven,North Carolina,January,9,13,1
7631,Craven,North Carolina,February,7,14,2
7632,Craven,North Carolina,March,8,18,6
7633,Craven,North Carolina,April,6,23,10
7638,Craven,North Carolina,septiembre,7,29,18
7639,Craven,North Carolina,October,6,24,12
7640,Craven,North Carolina,November,6,19,7
7641,Craven,North Carolina,December,7,15,3
7642,Cumberland,North Carolina,May,7,28,15
7643,Cumberland,North Carolina,June,7,31,20
7644,Cumberland,North Carolina,July,8,33,22
7645,Cumberland,North Carolina,August,8,32,21
7646,Cumberland,North Carolina,January,7,12,1
7647,Cumberland,North Carolina,February,6,15,3
7648,Cumberland,North Carolina,March,6,19,6
7649,Cumberland,North Carolina,April,6,24,11
7654,Cumberland,North Carolina,septiembre,7,29,18
7655,Cumberland,North Carolina,October,4,24,11
7656,Cumberland,North Carolina,November,5,19,6
7657,Cumberland,North Carolina,December,6,14,3
7658,Davidson,North Carolina,May,8,27,13
7659,Davidson,North Carolina,June,7,30,17
7660,Davidson,North Carolina,July,8,32,20
7661,Davidson,North Carolina,August,7,31,19
7662,Davidson,North Carolina,January,7,10,-2
7663,Davidson,North Carolina,February,7,13,-1
7664,Davidson,North Carolina,March,8,18,3
7665,Davidson,North Carolina,April,7,23,8
7670,Davidson,North Carolina,septiembre,6,28,15
7671,Davidson,North Carolina,October,5,22,9
7672,Davidson,North Carolina,November,6,17,3
7673,Davidson,North Carolina,December,7,12,0
7674,Durham,North Carolina,May,8,26,12
7675,Durham,North Carolina,June,7,30,17
7676,Durham,North Carolina,July,8,32,20
7677,Durham,North Carolina,August,7,31,19
7678,Durham,North Carolina,January,8,10,-3
7679,Durham,North Carolina,February,7,12,-2
7680,Durham,North Carolina,March,9,17,2
7681,Durham,North Carolina,April,7,22,7
7686,Durham,North Carolina,septiembre,6,28,15
7687,Durham,North Carolina,October,5,22,8
7688,Durham,North Carolina,November,6,17,3
7689,Durham,North Carolina,December,7,12,-1
7690,Forsyth,North Carolina,May,7,26,14
7691,Forsyth,North Carolina,June,6,30,19
7692,Forsyth,North Carolina,July,7,31,21
7693,Forsyth,North Carolina,August,5,30,20
7694,Forsyth,North Carolina,January,5,10,-1
7695,Forsyth,North Carolina,February,5,13,1
7696,Forsyth,North Carolina,March,6,17,5
7697,Forsyth,North Carolina,April,5,22,9
7702,Forsyth,North Carolina,septiembre,5,27,16
7703,Forsyth,North Carolina,October,4,22,10
7704,Forsyth,North Carolina,November,4,16,4
7705,Forsyth,North Carolina,December,5,12,1
7706,Franklin,North Carolina,May,7,26,11
7707,Franklin,North Carolina,June,7,30,16
7708,Franklin,North Carolina,July,8,32,19
7709,Franklin,North Carolina,August,7,31,18
7710,Franklin,North Carolina,January,8,10,-4
7711,Franklin,North Carolina,February,7,12,-3
7712,Franklin,North Carolina,March,8,17,1
7713,Franklin,North Carolina,April,7,23,6
7718,Franklin,North Carolina,septiembre,6,28,14
7719,Franklin,North Carolina,October,5,23,7
7720,Franklin,North Carolina,November,6,17,1
7721,Franklin,North Carolina,December,7,12,-2
7722,Gaston,North Carolina,May,7,27,14
7723,Gaston,North Carolina,June,8,30,18
7724,Gaston,North Carolina,July,8,32,21
7725,Gaston,North Carolina,August,7,31,20
7726,Gaston,North Carolina,January,7,11,-1
7727,Gaston,North Carolina,February,7,14,1
7728,Gaston,North Carolina,March,8,18,4
7729,Gaston,North Carolina,April,6,23,9
7734,Gaston,North Carolina,septiembre,6,28,17
7735,Gaston,North Carolina,October,5,23,10
7736,Gaston,North Carolina,November,6,17,4
7737,Gaston,North Carolina,December,7,13,1
7738,Guilford,North Carolina,May,8,26,14
7739,Guilford,North Carolina,June,8,30,18
7740,Guilford,North Carolina,July,8,31,20
7741,Guilford,North Carolina,August,8,30,19
7742,Guilford,North Carolina,January,8,9,-3
7743,Guilford,North Carolina,February,7,11,-1
7744,Guilford,North Carolina,March,9,16,3
7745,Guilford,North Carolina,April,6,22,8
7750,Guilford,North Carolina,septiembre,7,27,16
7751,Guilford,North Carolina,October,6,21,9
7752,Guilford,North Carolina,November,6,16,3
7753,Guilford,North Carolina,December,8,11,0
7754,Harnett,North Carolina,May,7,28,16
7755,Harnett,North Carolina,June,7,32,21
7756,Harnett,North Carolina,July,10,33,22
7757,Harnett,North Carolina,August,8,32,22
7758,Harnett,North Carolina,January,8,12,2
7759,Harnett,North Carolina,February,7,15,3
7760,Harnett,North Carolina,March,9,19,6
7761,Harnett,North Carolina,April,6,24,11
7766,Harnett,North Carolina,septiembre,6,29,19
7767,Harnett,North Carolina,October,6,23,12
7768,Harnett,North Carolina,November,5,18,6
7769,Harnett,North Carolina,December,7,14,3
7770,Henderson,North Carolina,May,9,24,11
7771,Henderson,North Carolina,June,10,28,16
7772,Henderson,North Carolina,July,10,29,18
7773,Henderson,North Carolina,August,10,28,17
7774,Henderson,North Carolina,January,8,9,-3
7775,Henderson,North Carolina,February,7,11,-1
7776,Henderson,North Carolina,March,9,15,2
7777,Henderson,North Carolina,April,7,21,6
7782,Henderson,North Carolina,septiembre,7,25,14
7783,Henderson,North Carolina,October,6,20,7
7784,Henderson,North Carolina,November,7,15,2
7785,Henderson,North Carolina,December,8,11,-1
7786,Iredell,North Carolina,May,8,26,12
7787,Iredell,North Carolina,June,8,30,16
7788,Iredell,North Carolina,July,8,31,19
7789,Iredell,North Carolina,August,8,30,18
7790,Iredell,North Carolina,January,7,10,-3
7791,Iredell,North Carolina,February,7,12,-2
7792,Iredell,North Carolina,March,8,17,2
7793,Iredell,North Carolina,April,7,22,6
7798,Iredell,North Carolina,septiembre,6,27,14
7799,Iredell,North Carolina,October,5,22,7
7800,Iredell,North Carolina,November,6,16,2
7801,Iredell,North Carolina,December,7,11,-2
7802,Johnston,North Carolina,May,8,27,13
7803,Johnston,North Carolina,June,8,31,18
7804,Johnston,North Carolina,July,9,32,20
7805,Johnston,North Carolina,August,8,31,19
7806,Johnston,North Carolina,January,8,11,-1
7807,Johnston,North Carolina,February,7,13,0
7808,Johnston,North Carolina,March,8,18,4
7809,Johnston,North Carolina,April,7,23,8
7814,Johnston,North Carolina,septiembre,6,28,16
7815,Johnston,North Carolina,October,5,23,9
7816,Johnston,North Carolina,November,6,18,3
7817,Johnston,North Carolina,December,7,13,0
7818,Lincoln,North Carolina,May,9,27,13
7819,Lincoln,North Carolina,June,8,31,18
7820,Lincoln,North Carolina,July,9,32,20
7821,Lincoln,North Carolina,August,9,31,20
7822,Lincoln,North Carolina,January,7,11,-1
7823,Lincoln,North Carolina,February,6,14,1
7824,Lincoln,North Carolina,March,9,18,4
7825,Lincoln,North Carolina,April,7,23,9
7830,Lincoln,North Carolina,septiembre,7,28,17
7831,Lincoln,North Carolina,October,6,23,9
7832,Lincoln,North Carolina,November,6,17,3
7833,Lincoln,North Carolina,December,9,13,1
7834,Mecklenburg,North Carolina,May,7,26,14
7835,Mecklenburg,North Carolina,June,7,30,19
7836,Mecklenburg,North Carolina,July,7,32,21
7837,Mecklenburg,North Carolina,August,7,31,20
7838,Mecklenburg,North Carolina,January,8,11,-1
7839,Mecklenburg,North Carolina,February,7,13,1
7840,Mecklenburg,North Carolina,March,8,18,5
7841,Mecklenburg,North Carolina,April,6,23,9
7846,Mecklenburg,North Carolina,septiembre,6,28,17
7847,Mecklenburg,North Carolina,October,5,22,10
7848,Mecklenburg,North Carolina,November,6,17,5
7849,Mecklenburg,North Carolina,December,7,12,1
7850,Moore,North Carolina,May,6,27,15
7851,Moore,North Carolina,June,7,31,19
7852,Moore,North Carolina,July,8,32,21
7853,Moore,North Carolina,August,7,31,20
7854,Moore,North Carolina,January,7,12,0
7855,Moore,North Carolina,February,6,14,2
7856,Moore,North Carolina,March,7,18,5
7857,Moore,North Carolina,April,5,23,10
7862,Moore,North Carolina,septiembre,5,28,17
7863,Moore,North Carolina,October,4,23,10
7864,Moore,North Carolina,November,5,18,5
7865,Moore,North Carolina,December,6,13,2
7866,Nash,North Carolina,May,8,26,13
7867,Nash,North Carolina,June,6,30,17
7868,Nash,North Carolina,July,7,31,20
7869,Nash,North Carolina,August,7,30,19
7870,Nash,North Carolina,January,8,9,-3
7871,Nash,North Carolina,February,7,12,-1
7872,Nash,North Carolina,March,8,17,3
7873,Nash,North Carolina,April,6,22,8
7878,Nash,North Carolina,septiembre,5,28,16
7879,Nash,North Carolina,October,5,22,9
7880,Nash,North Carolina,November,5,17,4
7881,Nash,North Carolina,December,8,12,0
7882,New Hanover,North Carolina,May,7,24,19
7883,New Hanover,North Carolina,June,8,28,23
7884,New Hanover,North Carolina,July,10,29,25
7885,New Hanover,North Carolina,August,10,29,24
7886,New Hanover,North Carolina,January,8,12,5
7887,New Hanover,North Carolina,February,7,13,6
7888,New Hanover,North Carolina,March,7,16,9
7889,New Hanover,North Carolina,April,5,20,14
7894,New Hanover,North Carolina,septiembre,8,27,22
7895,New Hanover,North Carolina,October,5,22,16
7896,New Hanover,North Carolina,November,6,18,10
7897,New Hanover,North Carolina,December,7,15,8
7898,Onslow,North Carolina,May,7,27,16
7899,Onslow,North Carolina,June,8,31,20
7900,Onslow,North Carolina,July,10,32,22
7901,Onslow,North Carolina,August,10,31,22
7902,Onslow,North Carolina,January,8,13,1
7903,Onslow,North Carolina,February,7,15,2
7904,Onslow,North Carolina,March,8,19,6
7905,Onslow,North Carolina,April,6,23,11
7910,Onslow,North Carolina,septiembre,7,29,19
7911,Onslow,North Carolina,October,6,24,12
7912,Onslow,North Carolina,November,6,19,6
7913,Onslow,North Carolina,December,7,15,3
7914,Orange,North Carolina,May,7,27,13
7915,Orange,North Carolina,June,8,31,18
7916,Orange,North Carolina,July,8,32,20
7917,Orange,North Carolina,August,8,32,19
7918,Orange,North Carolina,January,7,11,-1
7919,Orange,North Carolina,February,6,13,0
7920,Orange,North Carolina,March,8,17,4
7921,Orange,North Carolina,April,7,23,9
7926,Orange,North Carolina,septiembre,7,28,16
7927,Orange,North Carolina,October,5,23,9
7928,Orange,North Carolina,November,5,17,4
7929,Orange,North Carolina,December,6,12,1
7930,Pitt,North Carolina,May,9,27,15
7931,Pitt,North Carolina,June,8,31,20
7932,Pitt,North Carolina,July,9,32,22
7933,Pitt,North Carolina,August,9,31,21
7934,Pitt,North Carolina,January,8,12,1
7935,Pitt,North Carolina,February,7,14,2
7936,Pitt,North Carolina,March,7,18,6
7937,Pitt,North Carolina,April,7,23,10
7942,Pitt,North Carolina,septiembre,8,28,18
7943,Pitt,North Carolina,October,6,24,11
7944,Pitt,North Carolina,November,7,18,6
7945,Pitt,North Carolina,December,9,14,3
7946,Randolph,North Carolina,May,8,26,14
7947,Randolph,North Carolina,June,7,29,18
7948,Randolph,North Carolina,July,9,31,20
7949,Randolph,North Carolina,August,8,30,20
7950,Randolph,North Carolina,January,8,10,-1
7951,Randolph,North Carolina,February,7,12,1
7952,Randolph,North Carolina,March,8,17,5
7953,Randolph,North Carolina,April,7,22,9
7958,Randolph,North Carolina,septiembre,6,27,16
7959,Randolph,North Carolina,October,5,22,10
7960,Randolph,North Carolina,November,6,17,5
7961,Randolph,North Carolina,December,7,12,1
7962,Robeson,North Carolina,May,7,28,15
7963,Robeson,North Carolina,June,8,32,20
7964,Robeson,North Carolina,July,9,33,22
7965,Robeson,North Carolina,August,9,32,21
7966,Robeson,North Carolina,January,7,13,1
7967,Robeson,North Carolina,February,6,15,2
7968,Robeson,North Carolina,March,7,19,6
7969,Robeson,North Carolina,April,6,24,10
7974,Robeson,North Carolina,septiembre,7,29,18
7975,Robeson,North Carolina,October,4,24,11
7976,Robeson,North Carolina,November,4,19,5
7977,Robeson,North Carolina,December,6,15,2
7978,Rockingham,North Carolina,May,8,26,13
7979,Rockingham,North Carolina,June,7,30,17
7980,Rockingham,North Carolina,July,8,31,19
7981,Rockingham,North Carolina,August,7,30,18
7982,Rockingham,North Carolina,January,7,10,-2
7983,Rockingham,North Carolina,February,7,12,0
7984,Rockingham,North Carolina,March,8,17,3
7985,Rockingham,North Carolina,April,7,23,8
7990,Rockingham,North Carolina,septiembre,6,27,15
7991,Rockingham,North Carolina,October,5,22,8
7992,Rockingham,North Carolina,November,6,16,2
7993,Rockingham,North Carolina,December,6,12,1
7994,Rowan,North Carolina,May,7,26,14
7995,Rowan,North Carolina,June,7,30,18
7996,Rowan,North Carolina,July,7,31,20
7997,Rowan,North Carolina,August,6,31,20
7998,Rowan,North Carolina,January,7,11,-1
7999,Rowan,North Carolina,February,6,13,1
8000,Rowan,North Carolina,March,8,17,5
8001,Rowan,North Carolina,April,6,22,9
8006,Rowan,North Carolina,septiembre,5,28,17
8007,Rowan,North Carolina,October,5,22,10
8008,Rowan,North Carolina,November,5,17,4
8009,Rowan,North Carolina,December,6,12,1
8010,Rutherford,North Carolina,May,8,26,14
8011,Rutherford,North Carolina,June,8,30,18
8012,Rutherford,North Carolina,July,9,31,20
8013,Rutherford,North Carolina,August,9,30,20
8014,Rutherford,North Carolina,January,7,11,0
8015,Rutherford,North Carolina,February,7,14,1
8016,Rutherford,North Carolina,March,7,17,5
8017,Rutherford,North Carolina,April,7,23,9
8022,Rutherford,North Carolina,septiembre,7,27,17
8023,Rutherford,North Carolina,October,5,22,10
8024,Rutherford,North Carolina,November,6,18,5
8025,Rutherford,North Carolina,December,8,12,2
8026,Surry,North Carolina,May,9,25,11
8027,Surry,North Carolina,June,9,29,15
8028,Surry,North Carolina,July,10,31,18
8029,Surry,North Carolina,August,8,30,17
8030,Surry,North Carolina,January,8,8,-4
8031,Surry,North Carolina,February,7,11,-3
8032,Surry,North Carolina,March,8,16,1
8033,Surry,North Carolina,April,8,21,5
8038,Surry,North Carolina,septiembre,7,27,14
8039,Surry,North Carolina,October,6,22,7
8040,Surry,North Carolina,November,7,16,1
8041,Surry,North Carolina,December,8,10,-2
8042,Union,North Carolina,May,6,27,14
8043,Union,North Carolina,June,7,31,18
8044,Union,North Carolina,July,8,32,20
8045,Union,North Carolina,August,7,31,20
8046,Union,North Carolina,January,7,11,-1
8047,Union,North Carolina,February,7,14,1
8048,Union,North Carolina,March,8,18,4
8049,Union,North Carolina,April,6,23,9
8054,Union,North Carolina,septiembre,6,28,16
8055,Union,North Carolina,October,5,23,9
8056,Union,North Carolina,November,5,18,4
8057,Union,North Carolina,December,7,13,1
8058,Wake,North Carolina,May,7,26,14
8059,Wake,North Carolina,June,7,30,19
8060,Wake,North Carolina,July,8,32,21
8061,Wake,North Carolina,August,7,31,20
8062,Wake,North Carolina,January,7,10,-1
8063,Wake,North Carolina,February,7,12,0
8064,Wake,North Carolina,March,8,17,4
8065,Wake,North Carolina,April,6,22,9
8070,Wake,North Carolina,septiembre,6,28,17
8071,Wake,North Carolina,October,5,22,10
8072,Wake,North Carolina,November,5,17,5
8073,Wake,North Carolina,December,7,12,1
8074,Wayne,North Carolina,May,8,27,15
8075,Wayne,North Carolina,June,7,31,20
8076,Wayne,North Carolina,July,9,33,22
8077,Wayne,North Carolina,August,9,32,21
8078,Wayne,North Carolina,January,9,12,1
8079,Wayne,North Carolina,February,7,14,2
8080,Wayne,North Carolina,March,8,18,6
8081,Wayne,North Carolina,April,6,24,10
8086,Wayne,North Carolina,septiembre,7,29,18
8087,Wayne,North Carolina,October,5,24,11
8088,Wayne,North Carolina,November,5,19,6
8089,Wayne,North Carolina,December,7,14,3
8090,Wilkes,North Carolina,May,10,27,15
8091,Wilkes,North Carolina,June,9,31,20
8092,Wilkes,North Carolina,July,10,32,21
8093,Wilkes,North Carolina,August,9,32,21
8094,Wilkes,North Carolina,January,8,10,1
8095,Wilkes,North Carolina,February,7,12,2
8096,Wilkes,North Carolina,March,9,17,6
8097,Wilkes,North Carolina,April,8,23,11
8102,Wilkes,North Carolina,septiembre,7,28,17
8103,Wilkes,North Carolina,October,6,22,12
8104,Wilkes,North Carolina,November,7,17,7
8105,Wilkes,North Carolina,December,8,12,3
8106,Wilson,North Carolina,May,8,27,14
8107,Wilson,North Carolina,June,7,31,18
